   Elapsed time	  ECG I	iltered
          0.126	  2.065	 -0.020
          0.128	  2.520	 -0.005
          0.130	  2.460	  0.005
          0.132	  2.060	  0.000
          0.134	  1.615	 -0.015
          0.136	  1.190	 -0.030
          0.138	  1.640	 -0.045
          0.140	  1.770	 -0.055
          0.142	  1.855	 -0.060
          0.144	  2.000	 -0.055
          0.146	  2.030	 -0.045
          0.148	  2.495	 -0.035
          0.150	  2.415	 -0.025
          0.152	  2.015	 -0.025
          0.154	  1.580	 -0.030
          0.156	  1.170	 -0.040
          0.158	  1.660	 -0.045
          0.160	  1.745	 -0.050
          0.162	  1.845	 -0.050
          0.164	  1.945	 -0.050
          0.166	  1.995	 -0.050
          0.168	  2.485	 -0.055
          0.170	  2.360	 -0.065
          0.172	  1.935	 -0.075
          0.174	  1.520	 -0.085
          0.176	  1.135	 -0.090
          0.178	  1.600	 -0.085
          0.180	  1.725	 -0.075
          0.182	  1.845	 -0.060
          0.184	  1.965	 -0.040
          0.186	  2.045	 -0.020
          0.188	  2.570	 -0.005
          0.190	  2.380	 -0.005
          0.192	  1.945	 -0.010
          0.194	  1.555	 -0.020
          0.196	  1.185	 -0.025
          0.198	  1.695	 -0.030
          0.200	  1.720	 -0.025
          0.202	  1.915	 -0.015
          0.204	  2.045	  0.000
          0.206	  2.085	  0.015
          0.208	  2.625	  0.025
          0.210	  2.400	  0.030
          0.212	  1.960	  0.020
          0.214	  1.455	  0.005
          0.216	  1.210	 -0.015
          0.218	  1.705	 -0.030
          0.220	  1.685	 -0.040
          0.222	  1.940	 -0.045
          0.224	  2.015	 -0.045
          0.226	  2.045	 -0.035
          0.228	  2.560	 -0.030
          0.230	  2.295	 -0.025
          0.232	  1.850	 -0.020
          0.234	  1.355	 -0.020
          0.236	  1.250	 -0.020
          0.238	  1.730	 -0.015
          0.240	  1.710	 -0.010
          0.242	  2.020	  0.000
          0.244	  2.070	  0.015
          0.246	  2.090	  0.025
          0.248	  2.665	  0.030
          0.250	  2.335	  0.035
          0.252	  1.850	  0.030
          0.254	  1.355	  0.020
          0.256	  1.330	  0.015
          0.258	  1.725	  0.005
          0.260	  1.725	  0.005
          0.262	  2.060	  0.005
          0.264	  2.090	  0.010
          0.266	  2.090	  0.020
          0.268	  2.615	  0.030
          0.270	  2.305	  0.045
          0.272	  1.805	  0.065
          0.274	  1.340	  0.095
          0.276	  1.465	  0.135
          0.278	  1.900	  0.195
          0.280	  2.010	  0.275
          0.282	  2.440	  0.375
          0.284	  2.555	  0.490
          0.286	  2.725	  0.620
          0.288	  3.370	  0.755
          0.290	  3.130	  0.890
          0.292	  2.730	  1.010
          0.294	  2.355	  1.110
          0.296	  2.565	  1.175
          0.298	  2.935	  1.195
          0.300	  2.970	  1.165
          0.302	  3.245	  1.085
          0.304	  3.105	  0.960
          0.306	  3.020	  0.790
          0.308	  3.160	  0.590
          0.310	  2.495	  0.385
          0.312	  1.765	  0.185
          0.314	  1.080	  0.015
          0.316	  1.245	 -0.120
          0.318	  1.490	 -0.205
          0.320	  1.540	 -0.250
          0.322	  1.805	 -0.260
          0.324	  1.820	 -0.240
          0.326	  1.985	 -0.215
          0.328	  2.325	 -0.185
          0.330	  1.935	 -0.165
          0.332	  1.470	 -0.155
          0.334	  1.010	 -0.150
          0.336	  1.300	 -0.155
          0.338	  1.535	 -0.150
          0.340	  1.620	 -0.145
          0.342	  1.860	 -0.130
          0.344	  1.910	 -0.110
          0.346	  2.215	 -0.080
          0.348	  2.430	 -0.055
          0.350	  2.040	 -0.035
          0.352	  1.570	 -0.025
          0.354	  1.120	 -0.015
          0.356	  1.460	 -0.015
          0.358	  1.660	 -0.015
          0.360	  1.770	 -0.015
          0.362	  1.950	 -0.010
          0.364	  1.985	 -0.005
          0.366	  2.340	  0.005
          0.368	  2.460	  0.010
          0.370	  2.040	  0.015
          0.372	  1.595	  0.020
          0.374	  1.150	  0.025
          0.376	  1.495	  0.025
          0.378	  1.715	  0.025
          0.380	  1.780	  0.025
          0.382	  1.955	  0.030
          0.384	  2.035	  0.035
          0.386	  2.410	  0.045
          0.388	  2.460	  0.050
          0.390	  2.035	  0.060
          0.392	  1.580	  0.070
          0.394	  1.195	  0.075
          0.396	  1.615	  0.085
          0.398	  1.765	  0.090
          0.400	  1.850	  0.090
          0.402	  2.005	  0.095
          0.404	  2.055	  0.100
          0.406	  2.490	  0.100
          0.408	  2.480	  0.100
          0.410	  2.025	  0.095
          0.412	  1.615	  0.095
          0.414	  1.180	  0.090
          0.416	  1.595	  0.090
          0.418	  1.770	  0.085
          0.420	  1.850	  0.085
          0.422	  1.985	  0.085
          0.424	  2.040	  0.090
          0.426	  2.465	  0.095
          0.428	  2.405	  0.100
          0.430	  2.020	  0.110
          0.432	  1.605	  0.120
          0.434	  1.230	  0.130
          0.436	  1.695	  0.145
          0.438	  1.830	  0.155
          0.440	  1.890	  0.170
          0.442	  2.050	  0.180
          0.444	  2.115	  0.185
          0.446	  2.575	  0.190
          0.448	  2.490	  0.195
          0.450	  2.105	  0.200
          0.452	  1.685	  0.205
          0.454	  1.280	  0.210
          0.456	  1.740	  0.220
          0.458	  1.870	  0.225
          0.460	  1.990	  0.235
          0.462	  2.085	  0.240
          0.464	  2.135	  0.250
          0.466	  2.655	  0.255
          0.468	  2.525	  0.260
          0.470	  2.105	  0.265
          0.472	  1.710	  0.275
          0.474	  1.345	  0.285
          0.476	  1.815	  0.300
          0.478	  1.900	  0.315
          0.480	  2.075	  0.330
          0.482	  2.190	  0.350
          0.484	  2.250	  0.365
          0.486	  2.785	  0.380
          0.488	  2.630	  0.395
          0.490	  2.240	  0.410
          0.492	  1.845	  0.420
          0.494	  1.445	  0.430
          0.496	  1.935	  0.440
          0.498	  2.020	  0.445
          0.500	  2.195	  0.445
          0.502	  2.280	  0.445
          0.504	  2.325	  0.445
          0.506	  2.850	  0.440
          0.508	  2.665	  0.435
          0.510	  2.230	  0.435
          0.512	  1.750	  0.435
          0.514	  1.465	  0.440
          0.516	  1.955	  0.445
          0.518	  1.985	  0.455
          0.520	  2.230	  0.460
          0.522	  2.335	  0.460
          0.524	  2.340	  0.455
          0.526	  2.875	  0.450
          0.528	  2.660	  0.445
          0.530	  2.150	  0.440
          0.532	  1.625	  0.435
          0.534	  1.505	  0.430
          0.536	  1.980	  0.435
          0.538	  1.950	  0.435
          0.540	  2.245	  0.435
          0.542	  2.310	  0.435
          0.544	  2.310	  0.425
          0.546	  2.815	  0.410
          0.548	  2.535	  0.395
          0.550	  2.015	  0.370
          0.552	  1.490	  0.350
          0.554	  1.455	  0.330
          0.556	  1.845	  0.315
          0.558	  1.815	  0.295
          0.560	  2.120	  0.280
          0.562	  2.110	  0.265
          0.564	  2.110	  0.250
          0.566	  2.620	  0.230
          0.568	  2.295	  0.210
          0.570	  1.760	  0.190
          0.572	  1.275	  0.170
          0.574	  1.300	  0.155
          0.576	  1.670	  0.145
          0.578	  1.655	  0.135
          0.580	  1.960	  0.125
          0.582	  1.950	  0.115
          0.584	  1.970	  0.110
          0.586	  2.485	  0.100
          0.588	  2.095	  0.090
          0.590	  1.605	  0.080
          0.592	  1.120	  0.075
          0.594	  1.265	  0.070
          0.596	  1.570	  0.070
          0.598	  1.610	  0.070
          0.600	  1.870	  0.065
          0.602	  1.875	  0.060
          0.604	  1.985	  0.055
          0.606	  2.405	  0.045
          0.608	  1.985	  0.030
          0.610	  1.460	  0.015
          0.612	  0.990	  0.005
          0.614	  1.205	 -0.005
          0.616	  1.480	 -0.010
          0.618	  1.515	 -0.010
          0.620	  1.800	 -0.010
          0.622	  1.820	  0.000
          0.624	  1.975	  0.005
          0.626	  2.330	  0.015
          0.628	  1.955	  0.025
          0.630	  1.440	  0.035
          0.632	  0.985	  0.040
          0.634	  1.260	  0.040
          0.636	  1.505	  0.040
          0.638	  1.550	  0.040
          0.640	  1.815	  0.035
          0.642	  1.820	  0.030
          0.644	  2.055	  0.025
          0.646	  2.295	  0.025
          0.648	  1.865	  0.025
          0.650	  1.400	  0.025
          0.652	  0.950	  0.025
          0.654	  1.270	  0.025
          0.656	  1.485	  0.020
          0.658	  1.535	  0.015
          0.660	  1.735	  0.010
          0.662	  1.745	  0.000
          0.664	  2.060	 -0.005
          0.666	  2.210	 -0.010
          0.668	  1.790	 -0.015
          0.670	  1.350	 -0.015
          0.672	  0.905	 -0.010
          0.674	  1.235	 -0.005
          0.676	  1.440	  0.000
          0.678	  1.495	  0.005
          0.680	  1.700	  0.005
          0.682	  1.755	  0.005
          0.684	  2.110	  0.000
          0.686	  2.165	 -0.005
          0.688	  1.775	 -0.005
          0.690	  1.295	 -0.010
          0.692	  0.875	 -0.010
          0.694	  1.250	 -0.010
          0.696	  1.405	 -0.015
          0.698	  1.485	 -0.020
          0.700	  1.635	 -0.025
          0.702	  1.690	 -0.035
          0.704	  2.090	 -0.040
          0.706	  2.080	 -0.050
          0.708	  1.665	 -0.050
          0.710	  1.225	 -0.050
          0.712	  0.815	 -0.050
          0.714	  1.230	 -0.045
          0.716	  1.360	 -0.050
          0.718	  1.435	 -0.055
          0.720	  1.605	 -0.065
          0.722	  1.610	 -0.080
          0.724	  2.025	 -0.095
          0.726	  1.975	 -0.110
          0.728	  1.570	 -0.120
          0.730	  1.120	 -0.120
          0.732	  0.725	 -0.115
          0.734	  1.170	 -0.105
          0.736	  1.310	 -0.095
          0.738	  1.425	 -0.090
          0.740	  1.530	 -0.090
          0.742	  1.555	 -0.095
          0.744	  2.005	 -0.105
          0.746	  1.945	 -0.120
          0.748	  1.500	 -0.130
          0.750	  1.070	 -0.140
          0.752	  0.685	 -0.150
          0.754	  1.140	 -0.155
          0.756	  1.220	 -0.155
          0.758	  1.320	 -0.160
          0.760	  1.435	 -0.165
          0.762	  1.490	 -0.170
          0.764	  1.950	 -0.180
          0.766	  1.820	 -0.185
          0.768	  1.380	 -0.195
          0.770	  0.985	 -0.195
          0.772	  0.620	 -0.195
          0.774	  1.075	 -0.195
          0.776	  1.190	 -0.190
          0.778	  1.295	 -0.190
          0.780	  1.375	 -0.195
          0.782	  1.440	 -0.200
          0.784	  1.945	 -0.210
          0.786	  1.755	 -0.220
          0.788	  1.325	 -0.230
          0.790	  0.910	 -0.230
          0.792	  0.535	 -0.235
          0.794	  1.020	 -0.235
          0.796	  1.065	 -0.230
          0.798	  1.220	 -0.235
          0.800	  1.390	 -0.240
          0.802	  1.390	 -0.245
          0.804	  1.885	 -0.250
          0.806	  1.710	 -0.260
          0.808	  1.275	 -0.260
          0.810	  0.795	 -0.265
          0.812	  0.505	 -0.260
          0.814	  0.985	 -0.260
          0.816	  0.995	 -0.260
          0.818	  1.205	 -0.270
          0.820	  1.315	 -0.280
          0.822	  1.360	 -0.295
          0.824	  1.855	 -0.310
          0.826	  1.610	 -0.320
          0.828	  1.140	 -0.330
          0.830	  0.635	 -0.330
          0.832	  0.460	 -0.325
          0.834	  0.955	 -0.320
          0.836	  0.930	 -0.310
          0.838	  1.255	 -0.305
          0.840	  1.315	 -0.300
          0.842	  1.305	 -0.305
          0.844	  1.835	 -0.315
          0.846	  1.540	 -0.325
          0.848	  1.055	 -0.330
          0.850	  0.555	 -0.330
          0.852	  0.535	 -0.325
          0.854	  0.955	 -0.315
          0.856	  0.945	 -0.300
          0.858	  1.270	 -0.290
          0.860	  1.305	 -0.285
          0.862	  1.325	 -0.285
          0.864	  1.855	 -0.290
          0.866	  1.530	 -0.295
          0.868	  0.995	 -0.300
          0.870	  0.535	 -0.300
          0.872	  0.605	 -0.295
          0.874	  0.965	 -0.290
          0.876	  0.970	 -0.280
          0.878	  1.295	 -0.275
          0.880	  1.315	 -0.270
          0.882	  1.330	 -0.270
          0.884	  1.840	 -0.265
          0.886	  1.495	 -0.265
          0.888	  1.000	 -0.260
          0.890	  0.530	 -0.255
          0.892	  0.685	 -0.240
          0.894	  1.005	 -0.225
          0.896	  1.045	 -0.210
          0.898	  1.360	 -0.200
          0.900	  1.375	 -0.190
          0.902	  1.465	 -0.185
          0.904	  1.895	 -0.180
          0.906	  1.530	 -0.180
          0.908	  1.025	 -0.180
          0.910	  0.550	 -0.175
          0.912	  0.785	 -0.175
          0.914	  1.060	 -0.170
          0.916	  1.085	 -0.165
          0.918	  1.315	 -0.165
          0.920	  1.365	 -0.170
          0.922	  1.565	 -0.175
          0.924	  1.885	 -0.180
          0.926	  1.465	 -0.180
          0.928	  0.985	 -0.180
          0.930	  0.515	 -0.175
          0.932	  0.815	 -0.170
          0.934	  1.010	 -0.165
          0.936	  1.080	 -0.160
          0.938	  1.315	 -0.160
          0.940	  1.365	 -0.165
          0.942	  1.585	 -0.175
          0.944	  1.875	 -0.185
          0.946	  1.400	 -0.190
          0.948	  0.915	 -0.190
          0.950	  0.490	 -0.180
          0.952	  0.795	 -0.165
          0.954	  1.025	 -0.150
          0.956	  1.110	 -0.135
          0.958	  1.335	 -0.125
          0.960	  1.385	 -0.120
          0.962	  1.665	 -0.125
          0.964	  1.865	 -0.130
          0.966	  1.440	 -0.130
          0.968	  0.955	 -0.130
          0.970	  0.490	 -0.125
          0.972	  0.870	 -0.120
          0.974	  1.075	 -0.110
          0.976	  1.135	 -0.100
          0.978	  1.320	 -0.100
          0.980	  1.355	 -0.105
          0.982	  1.740	 -0.120
          0.984	  1.805	 -0.135
          0.986	  1.390	 -0.150
          0.988	  0.860	 -0.160
          0.990	  0.460	 -0.165
          0.992	  0.830	 -0.160
          0.994	  1.015	 -0.155
          0.996	  1.095	 -0.150
          0.998	  1.230	 -0.145
          1.000	  1.275	 -0.145
          1.002	  1.710	 -0.150
          1.004	  1.730	 -0.155
          1.006	  1.360	 -0.160
          1.008	  0.895	 -0.155
          1.010	  0.460	 -0.150
          1.012	  0.860	 -0.135
          1.014	  1.010	 -0.125
          1.016	  1.085	 -0.115
          1.018	  1.260	 -0.110
          1.020	  1.310	 -0.115
          1.022	  1.760	 -0.125
          1.024	  1.715	 -0.135
          1.026	  1.295	 -0.145
          1.028	  0.840	 -0.145
          1.030	  0.460	 -0.140
          1.032	  0.880	 -0.125
          1.034	  1.030	 -0.110
          1.036	  1.110	 -0.095
          1.038	  1.270	 -0.090
          1.040	  1.315	 -0.090
          1.042	  1.790	 -0.100
          1.044	  1.725	 -0.115
          1.046	  1.285	 -0.130
          1.048	  0.815	 -0.145
          1.050	  0.370	 -0.145
          1.052	  0.865	 -0.140
          1.054	  1.030	 -0.125
          1.056	  1.100	 -0.115
          1.058	  1.235	 -0.105
          1.060	  1.290	 -0.100
          1.062	  1.810	 -0.105
          1.064	  1.680	 -0.110
          1.066	  1.245	 -0.120
          1.068	  0.805	 -0.130
          1.070	  0.400	 -0.130
          1.072	  0.885	 -0.125
          1.074	  0.990	 -0.120
          1.076	  1.120	 -0.110
          1.078	  1.225	 -0.100
          1.080	  1.270	 -0.100
          1.082	  1.825	 -0.100
          1.084	  1.665	 -0.110
          1.086	  1.210	 -0.115
          1.088	  0.795	 -0.120
          1.090	  0.415	 -0.115
          1.092	  0.880	 -0.110
          1.094	  0.965	 -0.100
          1.096	  1.125	 -0.085
          1.098	  1.245	 -0.080
          1.100	  1.320	 -0.075
          1.102	  1.900	 -0.080
          1.104	  1.685	 -0.085
          1.106	  1.195	 -0.090
          1.108	  0.730	 -0.095
          1.110	  0.380	 -0.100
          1.112	  0.895	 -0.095
          1.114	  0.940	 -0.090
          1.116	  1.160	 -0.080
          1.118	  1.280	 -0.080
          1.120	  1.345	 -0.080
          1.122	  1.870	 -0.085
          1.124	  1.665	 -0.090
          1.126	  1.165	 -0.095
          1.128	  0.615	 -0.100
          1.130	  0.425	 -0.095
          1.132	  0.920	 -0.090
          1.134	  0.930	 -0.085
          1.136	  1.205	 -0.080
          1.138	  1.285	 -0.085
          1.140	  1.300	 -0.095
          1.142	  1.850	 -0.110
          1.144	  1.575	 -0.120
          1.146	  1.070	 -0.125
          1.148	  0.530	 -0.115
          1.150	  0.470	 -0.085
          1.152	  0.945	 -0.040
          1.154	  1.020	  0.025
          1.156	  1.410	  0.105
          1.158	  1.510	  0.190
          1.160	  1.655	  0.285
          1.162	  2.340	  0.385
          1.164	  2.165	  0.490
          1.166	  1.755	  0.605
          1.168	  1.370	  0.730
          1.170	  1.500	  0.855
          1.172	  1.950	  0.970
          1.174	  2.055	  1.070
          1.176	  2.465	  1.130
          1.178	  2.570	  1.140
          1.180	  2.575	  1.090
          1.182	  3.065	  0.980
          1.184	  2.495	  0.820
          1.186	  1.740	  0.615
          1.188	  0.940	  0.395
          1.190	  0.735	  0.180
          1.192	  0.855	 -0.010
          1.194	  0.770	 -0.160
          1.196	  1.035	 -0.260
          1.198	  1.030	 -0.315
          1.200	  1.160	 -0.335
          1.202	  1.605	 -0.320
          1.204	  1.230	 -0.295
          1.206	  0.750	 -0.265
          1.208	  0.275	 -0.240
          1.210	  0.505	 -0.215
          1.212	  0.775	 -0.200
          1.214	  0.835	 -0.190
          1.216	  1.150	 -0.180
          1.218	  1.200	 -0.165
          1.220	  1.390	 -0.150
          1.222	  1.775	 -0.130
          1.224	  1.370	 -0.105
          1.226	  0.880	 -0.085
          1.228	  0.435	 -0.070
          1.230	  0.690	 -0.055
          1.232	  0.925	 -0.050
          1.234	  1.015	 -0.050
          1.236	  1.290	 -0.050
          1.238	  1.285	 -0.055
          1.240	  1.525	 -0.055
          1.242	  1.780	 -0.055
          1.244	  1.380	 -0.050
          1.246	  0.900	 -0.035
          1.248	  0.465	 -0.020
          1.250	  0.780	 -0.005
          1.252	  0.975	  0.005
          1.254	  1.075	  0.010
          1.256	  1.280	  0.015
          1.258	  1.345	  0.015
          1.260	  1.670	  0.015
          1.262	  1.800	  0.020
          1.264	  1.400	  0.025
          1.266	  0.955	  0.035
          1.268	  0.530	  0.045
          1.270	  0.875	  0.060
          1.272	  1.075	  0.070
          1.274	  1.130	  0.075
          1.276	  1.325	  0.075
          1.278	  1.370	  0.075
          1.280	  1.740	  0.070
          1.282	  1.815	  0.070
          1.284	  1.455	  0.070
          1.286	  0.985	  0.080
          1.288	  0.550	  0.090
          1.290	  0.935	  0.100
          1.292	  1.115	  0.110
          1.294	  1.180	  0.115
          1.296	  1.335	  0.115
          1.298	  1.395	  0.105
          1.300	  1.810	  0.100
          1.302	  1.840	  0.100
          1.304	  1.430	  0.100
          1.306	  0.990	  0.115
          1.308	  0.585	  0.135
          1.310	  0.995	  0.155
          1.312	  1.190	  0.175
          1.314	  1.285	  0.185
          1.316	  1.425	  0.185
          1.318	  1.455	  0.180
          1.320	  1.875	  0.165
          1.322	  1.825	  0.150
          1.324	  1.415	  0.145
          1.326	  1.015	  0.145
          1.328	  0.610	  0.160
          1.330	  1.050	  0.185
          1.332	  1.225	  0.210
          1.334	  1.315	  0.235
          1.336	  1.480	  0.255
          1.338	  1.570	  0.265
          1.340	  2.015	  0.260
          1.342	  1.920	  0.255
          1.344	  1.485	  0.250
          1.346	  1.080	  0.245
          1.348	  0.695	  0.250
          1.350	  1.145	  0.260
          1.352	  1.280	  0.275
          1.354	  1.390	  0.290
          1.356	  1.525	  0.305
          1.358	  1.615	  0.320
          1.360	  2.100	  0.330
          1.362	  1.950	  0.335
          1.364	  1.600	  0.345
          1.366	  1.175	  0.360
          1.368	  0.810	  0.375
          1.370	  1.270	  0.390
          1.372	  1.405	  0.410
          1.374	  1.560	  0.425
          1.376	  1.680	  0.435
          1.378	  1.740	  0.440
          1.380	  2.215	  0.445
          1.382	  2.070	  0.445
          1.384	  1.665	  0.445
          1.386	  1.250	  0.450
          1.388	  0.880	  0.460
          1.390	  1.360	  0.470
          1.392	  1.440	  0.480
          1.394	  1.615	  0.490
          1.396	  1.740	  0.490
          1.398	  1.780	  0.490
          1.400	  2.330	  0.485
          1.402	  2.115	  0.480
          1.404	  1.655	  0.475
          1.406	  1.220	  0.475
          1.408	  0.900	  0.475
          1.410	  1.380	  0.475
          1.412	  1.415	  0.475
          1.414	  1.610	  0.465
          1.416	  1.740	  0.450
          1.418	  1.725	  0.430
          1.420	  2.245	  0.405
          1.422	  2.005	  0.380
          1.424	  1.535	  0.355
          1.426	  0.990	  0.340
          1.428	  0.815	  0.335
          1.430	  1.300	  0.330
          1.432	  1.260	  0.325
          1.434	  1.555	  0.320
          1.436	  1.585	  0.305
          1.438	  1.595	  0.285
          1.440	  2.095	  0.260
          1.442	  1.840	  0.235
          1.444	  1.315	  0.210
          1.446	  0.785	  0.190
          1.448	  0.725	  0.180
          1.450	  1.165	  0.175
          1.452	  1.120	  0.170
          1.454	  1.430	  0.165
          1.456	  1.465	  0.160
          1.458	  1.450	  0.145
          1.460	  1.960	  0.125
          1.462	  1.665	  0.110
          1.464	  1.155	  0.090
          1.466	  0.635	  0.075
          1.468	  0.695	  0.065
          1.470	  1.040	  0.060
          1.472	  1.030	  0.050
          1.474	  1.325	  0.045
          1.476	  1.355	  0.035
          1.478	  1.340	  0.020
          1.480	  1.840	  0.005
          1.482	  1.495	 -0.010
          1.484	  1.005	 -0.025
          1.486	  0.500	 -0.030
          1.488	  0.640	 -0.035
          1.490	  0.965	 -0.030
          1.492	  0.980	 -0.030
          1.494	  1.260	 -0.030
          1.496	  1.290	 -0.035
          1.498	  1.345	 -0.040
          1.500	  1.780	 -0.050
          1.502	  1.365	 -0.065
          1.504	  0.900	 -0.075
          1.506	  0.450	 -0.085
          1.508	  0.660	 -0.090
          1.510	  0.910	 -0.090
          1.512	  0.950	 -0.085
          1.514	  1.190	 -0.085
          1.516	  1.205	 -0.085
          1.518	  1.410	 -0.090
          1.520	  1.730	 -0.090
          1.522	  1.355	 -0.095
          1.524	  0.860	 -0.095
          1.526	  0.385	 -0.090
          1.528	  0.680	 -0.090
          1.530	  0.910	 -0.080
          1.532	  0.975	 -0.080
          1.534	  1.225	 -0.075
          1.536	  1.230	 -0.075
          1.538	  1.475	 -0.080
          1.540	  1.745	 -0.085
          1.542	  1.320	 -0.085
          1.544	  0.850	 -0.080
          1.546	  0.405	 -0.075
          1.548	  0.720	 -0.070
          1.550	  0.925	 -0.060
          1.552	  1.005	 -0.055
          1.554	  1.210	 -0.050
          1.556	  1.275	 -0.050
          1.558	  1.555	 -0.055
          1.560	  1.745	 -0.055
          1.562	  1.340	 -0.055
          1.564	  0.890	 -0.050
          1.566	  0.445	 -0.040
          1.568	  0.765	 -0.030
          1.570	  0.970	 -0.020
          1.572	  1.080	 -0.020
          1.574	  1.235	 -0.020
          1.576	  1.285	 -0.030
          1.578	  1.640	 -0.040
          1.580	  1.715	 -0.050
          1.582	  1.310	 -0.055
          1.584	  0.845	 -0.055
          1.586	  0.450	 -0.050
          1.588	  0.795	 -0.040
          1.590	  1.020	 -0.025
          1.592	  1.080	 -0.020
          1.594	  1.225	 -0.025
          1.596	  1.255	 -0.030
          1.598	  1.665	 -0.045
          1.600	  1.640	 -0.065
          1.602	  1.270	 -0.075
          1.604	  0.835	 -0.085
          1.606	  0.425	 -0.080
          1.608	  0.815	 -0.075
          1.610	  0.955	 -0.065
          1.612	  1.055	 -0.055
          1.614	  1.180	 -0.050
          1.616	  1.255	 -0.055
          1.618	  1.700	 -0.070
          1.620	  1.640	 -0.080
          1.622	  1.225	 -0.095
          1.624	  0.775	 -0.100
          1.626	  0.375	 -0.100
          1.628	  0.815	 -0.090
          1.630	  0.995	 -0.080
          1.632	  1.070	 -0.065
          1.634	  1.185	 -0.055
          1.636	  1.270	 -0.050
          1.638	  1.720	 -0.055
          1.640	  1.645	 -0.060
          1.642	  1.250	 -0.065
          1.644	  0.820	 -0.065
          1.646	  0.415	 -0.060
          1.648	  0.880	 -0.050
          1.650	  1.045	 -0.035
          1.652	  1.125	 -0.020
          1.654	  1.260	 -0.010
          1.656	  1.300	 -0.010
          1.658	  1.805	 -0.010
          1.660	  1.695	 -0.015
          1.662	  1.250	 -0.025
          1.664	  0.825	 -0.030
          1.666	  0.490	 -0.035
          1.668	  0.925	 -0.035
          1.670	  1.010	 -0.030
          1.672	  1.120	 -0.025
          1.674	  1.265	 -0.020
          1.676	  1.345	 -0.020
          1.678	  1.830	 -0.020
          1.680	  1.660	 -0.020
          1.682	  1.235	 -0.020
          1.684	  0.860	 -0.020
          1.686	  0.475	 -0.020
          1.688	  0.945	 -0.015
          1.690	  0.995	 -0.015
          1.692	  1.165	 -0.015
          1.694	  1.285	 -0.020
          1.696	  1.335	 -0.025
          1.698	  1.850	 -0.035
          1.700	  1.665	 -0.050
          1.702	  1.200	 -0.055
          1.704	  0.745	 -0.060
          1.706	  0.445	 -0.060
          1.708	  0.925	 -0.055
          1.710	  0.945	 -0.050
          1.712	  1.200	 -0.050
          1.714	  1.310	 -0.055
          1.716	  1.340	 -0.060
          1.718	  1.810	 -0.075
          1.720	  1.615	 -0.085
          1.722	  1.150	 -0.095
          1.724	  0.620	 -0.100
          1.726	  0.445	 -0.100
          1.728	  0.955	 -0.100
          1.730	  0.940	 -0.095
          1.732	  1.190	 -0.090
          1.734	  1.280	 -0.095
          1.736	  1.270	 -0.100
          1.738	  1.835	 -0.115
          1.740	  1.540	 -0.130
          1.742	  1.045	 -0.140
          1.744	  0.525	 -0.150
          1.746	  0.470	 -0.150
          1.748	  0.915	 -0.145
          1.750	  0.905	 -0.140
          1.752	  1.220	 -0.130
          1.754	  1.250	 -0.130
          1.756	  1.265	 -0.130
          1.758	  1.805	 -0.135
          1.760	  1.510	 -0.140
          1.762	  0.980	 -0.150
          1.764	  0.510	 -0.150
          1.766	  0.550	 -0.150
          1.768	  0.920	 -0.145
          1.770	  0.920	 -0.135
          1.772	  1.260	 -0.130
          1.774	  1.280	 -0.120
          1.776	  1.290	 -0.120
          1.778	  1.815	 -0.125
          1.780	  1.480	 -0.125
          1.782	  0.985	 -0.130
